Name,Price(07/11/2025),Price(08/11/2025)
SAVOY BUTTERSCOTCH WITH CASHEW CRACKLE 1000ML,500,500
Savoy Butterscotch With Cashew Crackles,85,85
Savoy Caramel Choco Crunch Cup 120ml,75,75
SAVOY CHOCOLATE FUDGE 1000ML,500,500
Savoy Crunchie Bar Ice Cream 82ml,45,45
Savoy Dark Desire 1000ml,1100,1100
Savoy Double Sundae -Vanilla & Chocolate,350,350
Savoy Double Sundae-Vanilla & Mango,350,350
Savoy Double Sundae-Vanilla & Strawberry ice cream,350,350
Savoy Ekdom Aam Sorbet 70ml,50,50
Savoy Golden Delight 1000ml,1100,1100
Savoy Premium Clay Pot Shahi Kheer 100 Ml,100,100
Savoy Premium Cup Doi 120 Ml,75,75
Savoy Premium Cup Kheer Malai 120 Ml,75,75
Savoy Premium Cup Mawa Kulfi 120 Ml,75,75
Savoy Regular Chocobar - Stick Chocolate 72 Ml,35,35
Savoy Regular Cone Chocolate 121ml,60,60
Savoy Regular Cone Strawberry 121ml,60,60
Savoy Regular Cone Vanilla 121ml,60,60
Savoy Regular Container Strawberry ice cream 1000 Ml,280,280
Savoy Regular Container Vanilla 1000 Ml,280,280
Savoy Regular Stick Shell N Core 62ml,25,25
Shakti Plus Yogurt 80gm,49,49
Shakti Mishty Doi 90 Gm,25,25
Shakti Plus Mango Yogurt 80gm,49,49
Shakti Plus Strawberry Yogurt 80g,49,49
Shelaidah Dairy Sweet Curd 75g,25,25
Shelaidah Dairy Ultra Cheese 200g,260,260
Shelaidah Dairy Ultra Yogurt Drink (Sugar Free) 200 Ml,50,50
Shokti+ Mango Delight 80g (Kids),49,49
Shokti+ Misty Doi 80gm,25,25
Shokti+ Sour Yogurt 100gm,25,25
Shokti+ Sour Yogurt 400gm,120,120
Shokti+ Strawberry Delight 80g (Kids),49,49
Shokti+ Vanilla Delight 80g (Kids),49,49
Ultra Cooking Curd 250g,45,45
Ultra Fruit N Yougurt Mango 75gm,50,50
Ultra Fruit'N Yougurt Strawberry 75gm,50,50
Ultra Sour Curd 500 Gm,120,120
Ultra Strawberry Yougurt Drink 200ml,50,50
Ultra Yougurt Drink Mango 200ml,50,50
Aarong Austagram Cheese 100gm,100,100
Aarong Dairy Laban 500ml,75,75
Aarong Dairy Matha 200 Ml,35,35
Aarong Dairy Probiotic Yogurt 500 Gm,125,125
Aarong Dairy Sweet Roshogolla 600 Gm,200,200
Aarong Low Fat Yogurt-500 Gm,110,110
Aarong Shredded Cheezzarella Classic 200gm,270,270
Aarong Shredded Cheezzarella Classic 500gm,650,650
Aarong Sour Curd 1000ml,210,210
Aarong Sweet Curd 500ml,150,150
Alba Mozzarella Cheese 250gm,750,750
Almarai 16 Triangles Cheese 240gm,428,428
Almarai Cheddar Slice Cheese 200gm,440,440
Almarai Cheese Slice Burger (10 Slices) 200 g,560,560
"Almarai Cheese Triangles 24Pcs,360gm",950,950
Almarai Processed Cream Cheese - 200g,650,650
Almarai Slices Cheese Sandwich 200gm,560,560
Almarai Triangles Cheese (8 Slices),375,375
Amul Cheese Slices 10pcs 200gm,350,350
Amul Pasteurised Butter 200gm,440,440
Amul Pasteurised Butter Salted 100gm,200,200
Arla Burger Slices Cheese 200gm,460,460
Arla Emmental Cheese 200gm,810,810
Arla Natural Cream Cheese 150gm,420,420
Ayran Yogurt 500gm,120,120
Baqarah Paneer - 200 gm,280,280
Bega Black Pepper Slices Cheese 200gm,480,480
Bega Gourmet Slices Cheese 200gm,525,525
Bega Smokey Bbq Slices Cheese 200gm,400,400
Bega Super Slice Cheese 250gm,500,500
Bellissimo Butter Scotch Caramel Almond 900ml,435,435
Bellissimo Butter. Cara Al Ice Cr 450ml,250,250
Bellissimo Chocolate Midnightcookies450m,250,250
Bellissimo Crunchy Coconut Caramel 900ml,435,435
Bellissimo Doice Malai 1 Ltr,415,415
Bellissimo Fantasico Ice Cream 733ml,325,325
Bellissimo Ice Cream Primo Coffee Bar 70 Ml,50,50
Bellissimo P Vanila Ice Cream Cup100ml,50,50
Bellissimo Perfetto Choc Icreamcone121ml,90,90
Bellissimo Perfetto Van Icream Cone121ml,90,90
Bellissimo Pre Choc Ice Cream 1000ml,360,360
Bellissimo Pre Choc Ice Cream Cup 100ml,50,50
Bellissimo Pre Mango Ice Cream 1000ml,360,360
Bellissimo Pre Mango Ice Cream Cup 100ml,50,50
Bellissimo Pre S.Berry Ice Cream 1000ml,360,360
Bellissimo Pre Strawb Ice Cream Cup100ml,50,50
Bellissimo Pre Vanila Ice Cream 1000ml,360,360
Bellissimo Primo Chocolate Ice Cream70ml,50,50
Bellissimo Primo Vanila Icream M C 70ml,50,50
Bellissimo Salted Carmel 900ml,435,435
Bellissimo Supremo A Cho Icre M C102ml,80,80
Bellissimo Supremo Chocolate Ice Cream 102ml,100,100
Bellissimo Supremo Vanilla Ice cream 102ml,100,100
Bellissimo Toffe Ice Cream 1000ml,435,435
Bellissimo Vanilla Fudge Brownie 900ml,435,435
Bisk Club Lexus Veg Crackers Bis 192gm,100,100
Bloop Awsummmmm Shor Malai Cup 100 Ml,60,60
Bloop Choco Papa Ice Cream 72ml,30,30
Bloop Chocostar 82 Ml,45,45
Bloop Conetastic Van&Straw Ice Cream100m,50,50
Bloop Conetastic Vanilla Ice Cream 100ml,50,50
Bloop Conetastick Vanilla & Chocolate 100 Ml,50,50
Bloop Crazy Vanilla Ice Cream 1000ml,270,270
Bloop Double Chocolate & Vanilla 1000 Ml,350,350
Bloop Double Sundae Mango & Vanilla 1000 Ml,350,350
Bloop Exotic Choco Cone Ice Cream110ml,60,60
Bloop Exotic Vanilla Cone Ice Cream110ml,60,60
Bloop Kheer Mohon 1000 Ml,350,350
Bloop Megastar 82 Ml,45,45
Bloop Ripple Cake Ice-Cream 1000 Ml,400,400
Bloop Scoop Vanilla Dream Ice Cream100ml,25,25
Bloop Single Sundae 120 Ml,40,40
Bon Appetit Slice Cheese 10pcs,375,375
Bunge Professional Non Dairy Whip Topping 1ltr,690,690
Chokokrem Crunchy Peanut Butter 180gm,200,200
Emborg Butter-Salted 200gm,635,635
Emborg Mozzarella Cheese 200gm,720,720
Emborg Unsalted Butter 200g,635,635
Emmi Swiss P Yogurt Strawberry 100gm,260,260
Emmi Swiss P Yogurt Blueberry 100gm,260,260
Emmi Swiss Premium Yogurt Raspberry 100g,260,260
Eon Baqarah Laban 200ml,35,35
Eon Baqarah Laban 400ml,65,65
Eon Baqarah Sour Curd 500 Gm,125,125
Eon Baqarah Sweet Curd 500 Gm,160,160
Eru Cheddar 8 Slices Cheese 150gm,790,790
Farm Fresh Butter 200gm,260,260
Farm Fresh Uht Whole Milk 750 Ml,100,100
Farm Fresh Uht Whole Milk 1000 Ml,125,125
Farm Fresh Yoghurt Sour 500ml,120,120
Farm Fresh Yoghurt Sweet 100ml,30,30
Flora Margarine Original 65% Less Fat 250g,320,320
Flora Margarine Original 65% Less Fat 500g,590,590
Fowzia Special Borhani 750 Ml,165,165
Fru Fru 0.1% Fett Strawberry Cup Yogurt 100g,110,110
Happy Valley Slices Cheese 200g,450,450
Haradighi Patali Showndesh 400 Gm Pack,388,388
Haradighi Pera Showndesh 400 Gm Pack,290,290
Ifad Cheesy Bites Premium Cheese Crackers -180gm,100,100
Ifad Nutri Bite Vegetable Crackers Biscuit -180gm,100,100
Igloo Almon Split Ice Cream 100ml,100,100
Igloo Belgian Chocolate Cone-Mini -85ml,40,40
Igloo Butter Pecan Ice Cream 1000ml,600,600
Igloo Butterscotch Ice-Cream 1000 Ml,400,400
Igloo Chocbar Insta-65ml,30,30
Igloo Contn Mango Fresh 1ltr,280,280
Igloo Contn Red Velvet 1ltr,600,600
Igloo Contn Strawberry 500ml,150,150
Igloo Contn Venilla 500ml,150,150
Igloo Contn White Chocolate Pistachio 1ltr,500,500
Igloo Doi Ice Cream 1ltr,450,450
Igloo Double Mango Melody 1ltr,350,350
Igloo Double Pista Passion 1ltr,280,280
Igloo Ego 65gm,70,70
Igloo French Vanilla 1ltr,500,500
Igloo French Vanilla Cup 120ml,60,60
Igloo Gold Blueberry Ice Cream 1000ml,600,600
Igloo Ice Cream-Ice Café (Paper Cup) 120 Ml,60,60
Igloo Ice Cream-Ice Café-1000 Ml,350,350
Igloo Ice Cream-Nutricks (Paper Cup) 120 Ml,60,60
Igloo Ice Cream-Nutricks -1000 Ml,300,300
Igloo Ice Ripple Cake 1.5ltr,400,400
Igloo Ice Ripple Cake 1ltr,500,500
IGLOO KHEER MALAI CUP 100 ML,70,70
Igloo Kheer Malai Ice Cream 1 Liter,400,400
Igloo Lolly-Kiwi-56ml,30,30
Igloo Lolly-Lychee (56ml),20,20
Igloo Lolly-Peach-56ml,30,30
Igloo Orange Bar 100ml,45,45
Igloo Rash Malai Ice Cream 1ltr,450,450
Igloo Shell And Core 62ml,25,25
Igloo Single Sundae 120ml,50,50
Igloo Sour Curd 500gm,110,110
Igloo Stick Choco Bar 72ml,35,35
Igloo Stick Lemon Lolly 65ml,20,20
Igloo Strawberry Cheese Cake Cup 120ml,50,50
Igloo Sweetened Yoghurt 500gm,130,130
Igloo Swiss Chocolate Ice Cream 100ml,100,100
Julies Lemond Choc Haze Puff S Cracker 180g,400,400
JULIES LEMOND LEMON PUFF SANDWICH 170G,400,400
Khaas Food Yogurt (Bogurar Doi) 600gm (±5%),315,315
Ksf Cooking Paneer 250 Gm,210,210
Ksf Mozzarella Cheese 250 Gm,240,240
Kurkure Spicy Chicken Flv Crackers 37gm,25,25
Kurkure Spicy Chicken Flv Crackers 75gm,50,50
Lovello Cone Regular Vanilla 121 Ml,50,50
Lovello Cup Premium Black Forest 110 Ml,45,45
Lovello Stick Premium Choco Blast 80 Ml,65,65
Lovello Stick Premium Crunchy Bar -Mega 71 Ml,35,35
Lurpak Butter (Unsalted) 200g,880,880
Lurpak Salted Butter200g,880,880
Lurpak Soft Light Salted Spr Butter 250gm,1090,1090
Lurpak Spreadable Butter Unsalted 10gm,25,25
Max Fresh Sour Curd 250gm,55,55
MEENA SWEETS MATHA 1LTR,185.15,185.15
MEENA SWEETS SOUR CURD 1KG,380,380
Meena Sweets Sour Curd 500gm,70,70
MEENA SWEETS SPECIAL SWEETS CURD 1KG,430,430
MEENA SWEETS SWEET & SOUR CURD CUP 80 GM,80,80
MEENA SWEETS SWEETS & SOUR CURD 1KG,470,470
Melbourne Sandwich Slices Cheese 12p 200g,480,480
Mezban Labang 1000ml,180,180
Mezban Shahi Borhani 1000ml,190,190
Mezban Shahi Borhani 1500ml,260,260
Mezban Shahi Borhani 500ml,100,100
Mezban Shushadhu Matha 1000ml,160,160
Milk Vita Low Fat Toned Milk 500ml,50,50
Miracle Spread 500gm,650,650
Motina Nestle Chocolate Chip Ice Cream 375ml,1845,1845
Motina Nestle Chocolate Ice Cream 375ml,1845,1845
Motina Nestle Kitkat Ice Cream 375ml,2345,2345
Motina Nestle Milo Ice Cream 375ml,1980,1980
Motina Nestle Oreo Ice Cream 240ml Th,1880,1880
Motina Nestle Vanilla Ice Cream 375ml,1845,1845
Munchy Choc Flv Sand Crackers 258gm,521,521
Munchys Lexus Choc Cre Crackers 76gm,264,264
Munchys Lexus Vanilla Cre Crackers 76gm,264,264
Nawar Spreadable Margerine 250gm,320,320
Nawar Spreadable Margerine 500gm,555,555
Ohi Moghulshahi Borhani 1000ml,250,250
Ohi Moghulshahi Borhani 1500ml,350,350
Ohi Moghulshahi Borhani 500ml,140,140
Ohi Moghulshahi Labang 500ml,110,110
Philadelphia Light Spread Cream Cheese 250g,880,880
Polar Lolly Lemon 62ml,20,20
Polar Carnival Vanilla Cone100ml,50,50
Polar Choco Bar Vanilla72ml,35,35
Polar Cup - Chocolate Prime110ml,60,60
Polar Cup - Strawberry 100ml,30,30
POLAR MERCHANT 1 LITER - CHOCO CRUMB1000ML,350,350
POLAR MERCHANT 1 LITER - CHOCOLATE1000ML,280,280
POLAR MERCHANT 1 LITER - DOI1000ML,400,400
POLAR MERCHANT 1 LITER - KHEER1000ML,400,400
POLAR MERCHANT 1 LITER - MANGO MELLOW1000ML,350,350
POLAR MERCHANT 1 LITER - MANGO1000ML,280,280
POLAR MERCHANT 1 LITER - ZAFRAN MALAI1000ML,400,400
POLAR MERCHANT 1 LTR LUXARY TUB RAFFINATO - MOCHA1000ML,700,700
POLAR MERCHANT 1 LTR LUXARY TUB RAFFINATO - NATURAL VANILLA1000ML,700,700
POLAR MERCHANT 500 ML - VANILLA500ML,150,150
POLAR MERCHANT BUTTER SCOTCH 1L1000ML,400,400
Polar Merchant Choco Delight Cone100ml,60,60
POLAR MERCHANT ICE CREAM CAKE 1 LITER1000ML,500,500
Polar Robusto Chocolate Ice Cream 92ml,120,120
POLAR ROCKS ICE CREAM 82ML,50,50
Polar Shor Malai 55ml,25,25
Pran Dairy Good Life Slice Cheese 200 Gm,340,340
Pran Dhaka Cheese 200 Gm,190,190
Pran Dhaka Cheese-100gm,100,100
PRAN GOOD LIFE MOZZARELLA CHEESE 200 GM,260,260
Pran Goood Life Mozzarella Cheese 370ml,415,415
Pran Laban 200 Ml,30,30
Pran Premium Butter 100gm,150,150
Pran Premium Butter 200gm,270,270
Pran Sour Curd 500gm,120,120
Pran Sour Yougurt 100gm,30,30
Pran Sweet Curd 500gm,150,150
Romania Lexus Combo Pack B2g1,220,220
Savoy Caramel Choco Crunch Container 1000ml,420,420
Savoy Chocolate Fudge,85,85
Savoy Chocolate Ice Cream 500 Ml,150,150
Savoy Cone (Ice-Cream) Biscuit 12 Pcs,130,130
Savoy Mawa Kulfi Container 1000ml,420,420
Savoy Premium Container Doi 1000 Ml,420,420
Savoy Premium Container Coffee 1000 Ml,420,420
Savoy Premium Container Coffee 500 Ml,200,200
Savoy Premium Container Kheer Malai 1000 Ml,420,420
Savoy Premium Container Kheer Malai 500 Ml,200,200
Savoy Premium Cup Coffee 120 Ml,75,75
Savoy Premium Stick Shahi Kulfi 50 Ml,50,50
Savoy Regular Cone Chocolate 72ml,40,40
Savoy Regular Cone Vanilla 72ml,40,40
Savoy Regular Container Chocolate ice cream 1000 Ml,280,280
Savoy Regular Container Mango 500 Ml,150,150
Savoy Regular Container Mango ice cream 1000 Ml,280,280
Savoy Regular Container Strawberry ice cream 500 Ml,150,150
Savoy Regular Container Vanilla Ice Cream 500 Ml,150,150
Savoy Regular Dudh Malai - Stick 55 Ml,20,20
Savoy Regular Kulfi - Stick 50 Ml,10,10
Savoy Regular Lolly - Stick Lemon 62 Ml,20,20
Savoy Regular Lolly - Stick Orange 62 Ml,20,20
Savoy Single Sundae -Vanilla & Chocolate,45,45
Savoy Single Sundae-Vanilla & Mango,45,45
Savoy Single Sundae-Vanilla & Strawberry,45,45
Shakti Yogurt Strawberry Flavor 4pcs 320gm,186,186
Shakti Yogurt Mango Flavor 4pcs 320gm,186,186
Shakti Yogurt  Plain Flavor 4pcs 320gm,186,186
Shelaidah Dairy Sweet Curd 500g,150,150
Shelaidah Dairy Ultra Probiotic Yogurt Drink(Aloe Vera),50,50
Shokti+ Butter 200gm,300,300
Shokti+ Lexus Veg Crackers 180gm,100,100
Shokti+ Mango Delight 320g Combo Box (Adult),190,190
Shokti+ Mango Delight 320g Combo Box (Kids),186,186
Shokti+ Mango Delight 80g (Adult),50,50
Shokti+ Strawberry Delight 320g Combo Box (Adult ),190,190
Shokti+ Strawberry Delight 320g Combo Box (Kids),186,186
Shokti+ Strawberry Delight 80g (Adult),50,50
Shokti+ Vanilla Delight 320g Combo Box (Adult),190,190
Shokti+ Vanilla Delight 320g Combo Box (Kids),186,186
Shokti+ Vanilla Delight 80gm( Adult),50,50
TABLE LANDS DAIRY FREE BUTTERY SPEARD 500GM,850,850
TABLE LANDS OLIVE OIL SPEARD 500GM,850,850
TABLE LANDS REDUCE CHOLESTEROL ABSOR SPREAD500G,850,850
Thai Corner Pre. Raw Cashewnut Bulk/Kg,2000,2000
Ultra Butter (Shelaidah Dairy) 200 Gm,270,270
Ultra Sour Curd (Shelaidah Dairy) 75g,25,25
Vivo Ambient Whip Topping W Veg Tetra 1100g,795,795
WELL FOOD TWINGLE CHOCOLATE TUB,850,850
Well Food Twingle Vanilla Tub,850,850
Well Food Twingle Almond Praline 120 Ml,120,120
WELL FOOD TWINGLE BLUEBERRY TUB,850,850
Well Food Twingle Butter Scotch 120ml,120,120
Well Food Twingle Butterscotch Tub,850,850
Well Food Twingle Cashew Caramel Tub,850,850
Well Food Twingle Chocolate Ice Cream 120ml,120,120
Well Food Twingle Mango Premium Cup 120ml,120,120
Well Food Twingle Mango Premium Tub 500ml,450,450
WELL FOOD TWINGLE MANGO TUB,850,850
Well Food Twingle Pistachio Nut Tub 120ml,120,120
Well Food Twingle Shahi Kulfi Malai 120ml,120,120
WELL FOOD TWINGLE STRAWBERRY TUB,850,850
Well Food Twingle Strwberry Cup 120ml,120,120
Well Food Twingle Strwberry Cup Tub 500ml,450,450
Well Food Twingle Vanila Premium Cup 120ml,120,120
Well Food Twingle Vanila Premium Tub 500ml,450,450
Westgold Butter Unsalted 250g,900,900
Za N Zee Badsahi Kheer 500ml,200,200
Za N Zee Double Fundae Chocolate 500ml,180,180
Za N Zee Double Fundae Mango 500ml,180,180
Za N Zee Double Fundae Vanilla & Chocolate Ice Cream 1000ml,350,350
Za N Zee Double Fundae Vanilla & Mango Ice Cream1000ml,350,350
Za N Zee Epic Bar 82ml,50,50
Za N Zee Eureca Bar 82ml,50,50
Za N Zee Mini Cone Chocolate 72ml,40,40
Za N Zee Mini Cone Vanila 72ml,40,40
