Name,Price(07/11/2025),Price(08/11/2025)
Hill Gourd (Lau) Per Kg,50,50
Hill Ripe Pumpkin (Misti Kumra),98,98
Hill Short Cucumber (Khira),22.5,22.5
Hydroponics Lettuce 1 Pcs,99,99
Indian Onion,37.5,37.5
Jali Kumra,60,60
Jali Premium,90,90
Jam Potatoes,23.75,23.75
Kakrol,22.5,22.5
Kakrol Premium,36.25,36.25
Kalmi Shak,20,20
Kalmi Shak [bind Weed] Pcs,16,16
Kochur Shak 2 Bunch (Promo),16,16
Kumra Flower Pcs,80,80
Ladies Finger,15,15
Lau,69,69
Lau Shak,60,60
Leek,474.5,474.5
Lemon Grass,200,200
Lemon Kagoji,8,8
Lemon Long,6,6
Lemon Round,8,8
Lettuce Leaf,20,20
Long Brinjal,18.75,18.75
LTN NEW POTATOES,85,85
Motor Shuti [green Peas] Local Bulk,95,95
Motor Shuti [green Peas] Peeled Bulk,85,85
Mou Seem Premium,65,65
Mula Shak [radish Leaf] Pcs,25,25
Mushroom Enoki,239.9,239.9
Mushroom Pack Local,32,32
Onion Native,30,30
Onion Deshi Beluvate,36.25,36.25
Onion Leaf,87.5,87.5
Onion Local Premium 2 Kg Pack,246,246
Onion Local Premium 5 Kg Pack,615,615
Onion Stalks (Kg),75,75
Organic Data Organic Stem,51,51
Organic Data Shak (Bundle),19,19
Organic Hagra Potato,50,50
Organic Kachu Shak,15,15
Organic Kalmi Shak-Bind Weed,19,19
Organic Lal Shak,19,19
Organic Mustarded Leaf,15,15
Organic Pat Shak,19,19
Paharee Dheki Shak 1 Bunch,18,18
Paharee Gourd- Medium Pcs,110,110
Paharee Gourd-Pcs (Big),130,130
Paharee Holud Full Bunch,145,145
Paharee Jhoom Sweet Kumra,30,30
Paharee Kolar Thor-Small Pcs,50,50
Paharee Misty Corn Without Skin,62.5,62.5
Paharee Oll Kuchu-Kg,45,45
Paharee Pui Shak Seed,220,220
Paharee Shamo Kochu,55,55
Papaya Premium,20,20
Path Shak [jute Leaf] 2 Bunch (Promo),30,30
Path Shak [jute Leaf] Pcs,20,20
Patol Premium,27.5,27.5
Peyaj Pata (Onion Leaves),17.5,17.5
Potato,17.5,17.5
Potato Diamond,15.5,15.5
Potka Chilli,150,150
Pudina Pata,87.5,87.5
Pui Shak,45,45
Pui Shak [basil Leaf] Pcs,45,45
Pui Shak Premium,55,55
Pui Shak Seed Bulk,15,15
Pui Spinach Flower,62.5,62.5
Radish (Mula),8,8
Red Amaranth (Lal Shak),12,12
Red Radish,30,30
Ridge Gourd (Jihinga),23.75,23.75
Root Beat,30,30
Seem (Bichiwala),87.5,87.5
Seem Naldak Local Bulk,10,10
Shajna [horse Raddish] Local Bulk,55,55
Shalgom [green Turnip],60,60
Shapla [lilly] Pcs,16,16
Shosha Big [cucumber],23.75,23.75
Shrimp Premium,120,120
Shroom White Oyster Mushroom 150 Gm,160,160
Soil Potato,60,60
Spinach Leaf (Palong Shak),12,12
Spring Onion (Kali) Bulks,90,90
Sugarcane (Akh) 15-16 Inch Pc,10,10
Sweet Corn Local Pcs,95,95
Sweet Pumpkin,14.5,14.5
Tal Brinjal,40,40
Tara Root (Kochur Mukhi),23,23
Tara Stolon (Loti),10,10
Thai Ginger (Local),110,110
Tomato (Indian),31,31
Tomato (Local),37.5,37.5
Tomato Indian,38.75,38.75
Tomato Local S Bulk,40,40
Usta Premium,37.5,37.5
Usthe,0,0
Vendee Premium,27.5,27.5
